,Unnamed: 0,Title,Artist,Genre,Lyric,Lyric_ver2,preprocess_Lyric_ver2,Emotion,Proba
469,470,Parade,윤하 (YOUNHA),발라드,진짜 놀란 게 뭔지 아니알람이 다정한 거 설레는 거유난히 무겁던 눈꺼풀이번쩍 떠지는 거 가벼운 거어딘가 전부 다 낯선 이 기분침대와 벽지 창 밖도 다어딘가 멀리 난 떠나온 기분딱 그 느낌이야네가 내게 온 그 날 후로부쩍 친절한 이 도시가날 반겨주는 걸 It's like dururururu좋은 일이 생길 것 같아 참 걷고 싶은 날이야다 손을 흔들며 It's like dururururuParade parade parade parade 티파니에서 아침을 맞이한 기분주인공 같은 이런 착각도 뭐 한번쯤눈에 보이는 거 귀에 들리는 거전부 아름다워 지금다 이게 단 한 사람 때문에벌어진 일이야네가 내게 온 그 날 후로부쩍 친절한 이 도시가날 반겨주는 걸 It's like dururururu좋은 일이 생길 것 같아 참 걷고 싶은 날이야다 손을 흔들며 It's like dururururuParade parade parade parade 사랑이란 한 순간나를 낯선 곳에 데려와정말 사랑이란 한 순간나를 낯선 곳에 데려와Parade parade parade parade,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							진짜 놀란 게 뭔지 아니<br/>알람이 다정한 거 설레는 거<br/>유난히 무겁던 눈꺼풀이<br/>번쩍 떠지는 거 가벼운 거<br/>어딘가 전부 다 낯선 이 기분<br/>침대와 벽지 창 밖도 다<br/>어딘가 멀리 난 떠나온 기분<br/>딱 그 느낌이야<br/>네가 내게 온 그 날 후로<br/>부쩍 친절한 이 도시가<br/>날 반겨주는 걸 <br/>It's like dururururu<br/>좋은 일이 생길 것 같아 <br/>참 걷고 싶은 날이야<br/>다 손을 흔들며 <br/>It's like dururururu<br/>Parade parade parade parade <br/>티파니에서 아침을 맞이한 기분<br/>주인공 같은 이런 착각도 뭐 한번쯤<br/>눈에 보이는 거 귀에 들리는 거<br/>전부 아름다워 지금<br/>다 이게 단 한 사람 때문에<br/>벌어진 일이야<br/>네가 내게 온 그 날 후로<br/>부쩍 친절한 이 도시가<br/>날 반겨주는 걸 <br/>It's like dururururu<br/>좋은 일이 생길 것 같아 <br/>참 걷고 싶은 날이야<br/>다 손을 흔들며 <br/>It's like dururururu<br/>Parade parade parade parade <br/>사랑이란 한 순간<br/>나를 낯선 곳에 데려와<br/>정말 사랑이란 한 순간<br/>나를 낯선 곳에 데려와<br/>Parade parade parade parade<br/>
</div>",진짜 놀란 게 뭔지 아니 알람이 다정한 거 설레는 거 유난히 무겁던 눈꺼풀이 번쩍 떠지는 거 가벼운 거 어딘가 전부 다 낯선 이 기분 침대와 벽지 창 밖도 다 어딘가 멀리 난 떠나온 기분 딱 그 느낌이야 네가 내게 온 그 날 후로 부쩍 친절한 이 도시가 날 반겨주는 걸  It's like dururururu 좋은 일이 생길 것 같아  참 걷고 싶은 날이야 다 손을 흔들며  It's like dururururu Parade parade parade parade  티파니에서 아침을 맞이한 기분 주인공 같은 이런 착각도 뭐 한번쯤 눈에 보이는 거 귀에 들리는 거 전부 아름다워 지금 다 이게 단 한 사람 때문에 벌어진 일이야 네가 내게 온 그 날 후로 부쩍 친절한 이 도시가 날 반겨주는 걸  It's like dururururu 좋은 일이 생길 것 같아  참 걷고 싶은 날이야 다 손을 흔들며  It's like dururururu Parade parade parade parade  사랑이란 한 순간 나를 낯선 곳에 데려와 정말 사랑이란 한 순간 나를 낯선 곳에 데려와 Parade parade parade parade ,놀람공포,32.33
506,507,Celeb,싸이 (PSY),댄스,You so popular be ma formula May I call you a celeb?You so popular be ma formulaMay I call you a celeb?P S Y지진이 난 두 눈에 셔터가 터져심장에 빨간 불 들어 On air (On & on & on)살면서 온갖 일 다 겪어 봤지만가장 큰 이슈는 Only you호감도 100% 실시간 급상승네 이름이 요즘 미는 유행어 (Eh oh eh oh)첫 작은 멜로 넌 나의 페르소나올해의 여우가 되어줘 넌 나의 Celeb Celeb Celeb Celeb Celeb나만 알 수 있게 사인해 줘요 (줘요) 넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb)우리 연애면을 장식해 줘요 (줘요) C E L E Brity 지나치게 Pretty 브랜드 평판 1위 (Woo)C E L E Brity 느낌적인 느낌 Baby can you feel this? (Woo)또각또각 Walking uh또박또박 Talking uhLook at you so funky uh계약할래 Turnkey yeah뭘 입어도 메도 신어도 뿌려도 센스 쩔어넌 나의 트렌드 리더야 좋아요 눌러 난 너의 Follower 웬만한 연예인 뺨을 치네요 (Eh oh eh oh)우리 오페라 넌 나의 프리마돈나 커튼콜은 잊지 말아 줘넌 나의 Celeb Celeb Celeb Celeb Celeb나만 알 수 있게 사인해 줘요 (줘요) 넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb)우리 연애면을 장식해 줘요 (줘요) C E L E Brity 지나치게 Pretty 브랜드 평판 1위 (Woo)C E L E Brity 느낌적인 느낌 Baby can you feel this? (Woo)P S Y (Celeb Celeb) 넌 처음부터 슈퍼스타 음악적 뮤즈야 막혔던 가사도 술술 나와 네 모든 의식주가 나한테는 빅뉴스야 포즈 잡아 Oh my gosh!넌 나의 Celeb Celeb Celeb Celeb Celeb나만 알 수 있게 사인해 줘요 (줘요) 넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb)우리 연애면을 장식해 줘요 (줘요) Eh eh eh eh eh eh eh eh ehC E L E Brity Eh eh eh eh eh eh eh eh ehC E L E Brity,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							You so popular be ma formula <br/>May I call you a celeb?<br/>You so popular be ma formula<br/>May I call you a celeb?<br/><br/>P S Y<br/><br/>지진이 난 두 눈에 셔터가 터져<br/>심장에 빨간 불 들어 On air (On &amp; on &amp; on)<br/>살면서 온갖 일 다 겪어 봤지만<br/>가장 큰 이슈는 Only you<br/><br/>호감도 100% 실시간 급상승<br/>네 이름이 요즘 미는 유행어 (Eh oh eh oh)<br/>첫 작은 멜로 넌 나의 페르소나<br/>올해의 여우가 되어줘 <br/><br/>넌 나의 Celeb Celeb Celeb Celeb Celeb<br/>나만 알 수 있게 사인해 줘요 (줘요) <br/>넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb)<br/>우리 연애면을 장식해 줘요 (줘요) <br/><br/>C E L E Brity 지나치게 Pretty <br/>브랜드 평판 1위 (Woo)<br/>C E L E Brity 느낌적인 느낌 <br/>Baby can you feel this? (Woo)<br/><br/>또각또각 Walking uh<br/>또박또박 Talking uh<br/>Look at you so funky uh<br/>계약할래 Turnkey yeah<br/>뭘 입어도 메도 신어도 뿌려도 센스 쩔어<br/>넌 나의 트렌드 리더야 <br/><br/>좋아요 눌러 난 너의 Follower <br/>웬만한 연예인 뺨을 치네요 (Eh oh eh oh)<br/>우리 오페라 넌 나의 프리마돈나 <br/>커튼콜은 잊지 말아 줘<br/><br/>넌 나의 Celeb Celeb Celeb Celeb Celeb<br/>나만 알 수 있게 사인해 줘요 (줘요) <br/>넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb)<br/>우리 연애면을 장식해 줘요 (줘요) <br/><br/>C E L E Brity 지나치게 Pretty <br/>브랜드 평판 1위 (Woo)<br/>C E L E Brity 느낌적인 느낌 <br/>Baby can you feel this? (Woo)<br/><br/>P S Y <br/><br/>(Celeb Celeb) <br/><br/>넌 처음부터 슈퍼스타 <br/>음악적 뮤즈야 <br/>막혔던 가사도 술술 나와 <br/>네 모든 의식주가 <br/>나한테는 빅뉴스야 <br/>포즈 잡아 Oh my gosh!<br/><br/>넌 나의 Celeb Celeb Celeb Celeb Celeb<br/>나만 알 수 있게 사인해 줘요 (줘요) <br/>넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb)<br/>우리 연애면을 장식해 줘요 (줘요) <br/><br/>Eh eh eh eh eh eh eh eh eh<br/>C E L E Brity <br/>Eh eh eh eh eh eh eh eh eh<br/>C E L E Brity
					</div>","You so popular be ma formula  May I call you a celeb? You so popular be ma formula May I call you a celeb?  P S Y  지진이 난 두 눈에 셔터가 터져 심장에 빨간 불 들어 On air (On &amp; on &amp; on) 살면서 온갖 일 다 겪어 봤지만 가장 큰 이슈는 Only you  호감도 100% 실시간 급상승 네 이름이 요즘 미는 유행어 (Eh oh eh oh) 첫 작은 멜로 넌 나의 페르소나 올해의 여우가 되어줘   넌 나의 Celeb Celeb Celeb Celeb Celeb 나만 알 수 있게 사인해 줘요 (줘요)  넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb) 우리 연애면을 장식해 줘요 (줘요)   C E L E Brity 지나치게 Pretty  브랜드 평판 1위 (Woo) C E L E Brity 느낌적인 느낌  Baby can you feel this? (Woo)  또각또각 Walking uh 또박또박 Talking uh Look at you so funky uh 계약할래 Turnkey yeah 뭘 입어도 메도 신어도 뿌려도 센스 쩔어 넌 나의 트렌드 리더야   좋아요 눌러 난 너의 Follower  웬만한 연예인 뺨을 치네요 (Eh oh eh oh) 우리 오페라 넌 나의 프리마돈나  커튼콜은 잊지 말아 줘  넌 나의 Celeb Celeb Celeb Celeb Celeb 나만 알 수 있게 사인해 줘요 (줘요)  넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb) 우리 연애면을 장식해 줘요 (줘요)   C E L E Brity 지나치게 Pretty  브랜드 평판 1위 (Woo) C E L E Brity 느낌적인 느낌  Baby can you feel this? (Woo)  P S Y   (Celeb Celeb)   넌 처음부터 슈퍼스타  음악적 뮤즈야  막혔던 가사도 술술 나와  네 모든 의식주가  나한테는 빅뉴스야  포즈 잡아 Oh my gosh!  넌 나의 Celeb Celeb Celeb Celeb Celeb 나만 알 수 있게 사인해 줘요 (줘요)  넌 나의 Celeb Celeb Celeb Celeb Celeb (Celeb) 우리 연애면을 장식해 줘요 (줘요)   Eh eh eh eh eh eh eh eh eh C E L E Brity  Eh eh eh eh eh eh eh eh eh C E L E Brity
					</div>",놀람공포,33.24
517,518,Real Love,오마이걸 (OH MY GIRL),댄스,"우린 이 음악을 빌려이 분위기를 빌려지금 이 공기 이건 마치7시간 비행 뒤 만난 것 같은 섬pink빛 하늘을 빌려Talkin' 'bout the real love낯선 과일 향기가 퍼져이 기분은 뭘까아주 살짝 감긴 나의 눈이 빛나고 있잖아사랑을 말하기 이보다 완벽한 밤은 없어지금이야우린 이 음악을 빌려이 분위기를 빌려지금 이 공기 이건 마치7시간 비행 뒤 만난 것 같은 섬pink빛 하늘을 빌려Talkin' 'bout the real love웅성거린 소리는 모두다른 외국어 같아너에게 1, 2, 3 최면처럼 막 빠져드는 이 순간사랑을 말하기 이보다 완벽한 밤은 없어지금이야우린 이 음악을 빌려이 분위기를 빌려지금 이 공기 이건 마치7시간 비행 뒤 만난 것 같은 섬pink빛 하늘을 빌려Talkin' 'bout the real loveReal, real loveIt’s a Real, real loveReal, real loveIt’s a Real, real love이건 exotic experience우연이라기엔 영화 속 한 장면 같아 솔직히 이 모든 게자꾸만 느려져 천천히 가는 이 느낌감각은 so unreal, real love우린 이 음악을 빌려이 분위기를 빌려지금 이 공기 이건 마치7시간 비행 뒤 만난 것 같은 섬의pink빛 하늘을 빌려Talkin' 'bout the real love","<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							우린 이 음악을 빌려<br/>이 분위기를 빌려<br/>지금 이 공기 이건 마치<br/>7시간 비행 뒤 만난 것 같은 섬<br/>pink빛 하늘을 빌려<br/>Talkin' 'bout the real love<br/><br/>낯선 과일 향기가 퍼져<br/>이 기분은 뭘까<br/>아주 살짝 감긴 나의 눈이 빛나고 있잖아<br/>사랑을 말하기 이보다 완벽한 밤은 없어<br/>지금이야<br/><br/>우린 이 음악을 빌려<br/>이 분위기를 빌려<br/>지금 이 공기 이건 마치<br/>7시간 비행 뒤 만난 것 같은 섬<br/>pink빛 하늘을 빌려<br/>Talkin' 'bout the real love<br/><br/>웅성거린 소리는 모두<br/>다른 외국어 같아<br/>너에게 1, 2, 3 최면처럼 막 빠져드는 이 순간<br/>사랑을 말하기 이보다 완벽한 밤은 없어<br/>지금이야<br/><br/>우린 이 음악을 빌려<br/>이 분위기를 빌려<br/>지금 이 공기 이건 마치<br/>7시간 비행 뒤 만난 것 같은 섬<br/>pink빛 하늘을 빌려<br/>Talkin' 'bout the real love<br/><br/>Real, real love<br/>It’s a Real, real love<br/>Real, real love<br/>It’s a Real, real love<br/>이건 exotic experience<br/>우연이라기엔 영화 속 한 장면 같아 솔직히 이 모든 게<br/>자꾸만 느려져 천천히 가는 이 느낌<br/>감각은 so unreal, real love<br/><br/>우린 이 음악을 빌려<br/>이 분위기를 빌려<br/>지금 이 공기 이건 마치<br/>7시간 비행 뒤 만난 것 같은 섬의<br/>pink빛 하늘을 빌려<br/>Talkin' 'bout the real love
					</div>","우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬 pink빛 하늘을 빌려 Talkin' 'bout the real love  낯선 과일 향기가 퍼져 이 기분은 뭘까 아주 살짝 감긴 나의 눈이 빛나고 있잖아 사랑을 말하기 이보다 완벽한 밤은 없어 지금이야  우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬 pink빛 하늘을 빌려 Talkin' 'bout the real love  웅성거린 소리는 모두 다른 외국어 같아 너에게 1, 2, 3 최면처럼 막 빠져드는 이 순간 사랑을 말하기 이보다 완벽한 밤은 없어 지금이야  우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬 pink빛 하늘을 빌려 Talkin' 'bout the real love  Real, real love It’s a Real, real love Real, real love It’s a Real, real love 이건 exotic experience 우연이라기엔 영화 속 한 장면 같아 솔직히 이 모든 게 자꾸만 느려져 천천히 가는 이 느낌 감각은 so unreal, real love  우린 이 음악을 빌려 이 분위기를 빌려 지금 이 공기 이건 마치 7시간 비행 뒤 만난 것 같은 섬의 pink빛 하늘을 빌려 Talkin' 'bout the real love
					</div>",놀람공포,48.47
542,543,WA DA DA,Kep1er (케플러),댄스,HeyIt’s you& ILet’s startN N Now 도착한 이 PlaceWatch my step나의 신호를 따라 5 4 3 2 1 A ha꿈꿔온 모험 가까이 있어 있어Take off With me With me Let’s goMuah한 발 한 발 내디뎌 갈수록내 마음은 떨려Like it선명해진 Dream 느껴지는 걸Eh Oh Eh OhHeads up 꿈을 향해 달려 달려Stand up 너와 내 꿈 Higher higher누구보다 빨리 달려갈 거야네가 있는 곳으로WA DA DA DARunning vroom vroom vroomLike a supersonicLet’s goWA DA DA WA DA DA 달려Right now맘이 쿵쿵쿵 뛰어 미친 듯이WA DA DA WA DA DAKep 1 going WA DA DA DAOh Oh Oh WoahHeyOh Oh Woah너에게로 WA DA DA DAOh Oh Oh WoahYeah YeahOh Oh WoahKep 1 going WA DA DA DAOne Check itTwo 신중히좀 더 바짝 세워 Radar radar눈치챌 거야 지금 이 떨림I’m going to be brave yeah Like it숨을 고르고 다시 Get Set GoEh Oh Eh OhHeads up 두려움은 날려 날려Stand up 우리 함께 Higher higher누구보다 빨리 달려갈 거야그려왔던 곳으로WA DA DA DARunning vroom vroom vroomLike a supersonicLet’s goWA DA DA WA DA DA 달려Right now맘이 쿵쿵쿵 뛰어 미친 듯이WA DA DA WA DA DAKep 1 going WA DA DA DAOh Oh Oh WoahHeyOh Oh Woah너에게로 WA DA DA DAOh Oh Oh WoahYeah YeahOh Oh WoahKep 1 going WA DA DA DAYeah Run around and round멈추지 말고 Trip on꿈들이 이루어지는 모험어딨니 나 보이니자 시그널을 보낼게 Catch itNow get upTogether내 숨이 차도 I won’t give upRun run run 내가 보일 거야WA DA DA DARunning vroom vroom vroomLike a supersonicLet’s goWA DA DA WA DA DA 달려Right now맘이 쿵쿵쿵 뛰어 미친 듯이WA DA DA WA DA DAKep 1 going WA DA DA DAOh Oh Oh WoahHeyOh Oh Woah너에게로 WA DA DA DAOh Oh Oh WoahYeah YeahOh Oh WoahKep 1 going WA DA DA DA,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							Hey<br/>It’s you<br/>&amp; I<br/>Let’s start<br/>N N Now 도착한 이 Place<br/>Watch my step<br/>나의 신호를 따라 5 4 3 2 1 A ha<br/>꿈꿔온 모험 가까이 있어 있어<br/>Take off With me With me Let’s go<br/>Muah<br/>한 발 한 발 내디뎌 갈수록<br/>내 마음은 떨려<br/>Like it<br/>선명해진 Dream 느껴지는 걸<br/>Eh Oh Eh Oh<br/>Heads up 꿈을 향해 달려 달려<br/>Stand up 너와 내 꿈 Higher higher<br/>누구보다 빨리 달려갈 거야<br/>네가 있는 곳으로<br/>WA DA DA DA<br/>Running vroom vroom vroom<br/>Like a supersonic<br/>Let’s go<br/>WA DA DA WA DA DA 달려<br/>Right now<br/>맘이 쿵쿵쿵 뛰어 미친 듯이<br/>WA DA DA WA DA DA<br/>Kep 1 going WA DA DA DA<br/>Oh Oh Oh Woah<br/>Hey<br/>Oh Oh Woah<br/>너에게로 WA DA DA DA<br/>Oh Oh Oh Woah<br/>Yeah Yeah<br/>Oh Oh Woah<br/>Kep 1 going WA DA DA DA<br/>One Check it<br/>Two 신중히<br/>좀 더 바짝 세워 Radar radar<br/>눈치챌 거야 지금 이 떨림<br/>I’m going to be brave yeah Like it<br/>숨을 고르고 다시 Get Set Go<br/>Eh Oh Eh Oh<br/>Heads up 두려움은 날려 날려<br/>Stand up 우리 함께 Higher higher<br/>누구보다 빨리 달려갈 거야<br/>그려왔던 곳으로<br/>WA DA DA DA<br/>Running vroom vroom vroom<br/>Like a supersonic<br/>Let’s go<br/>WA DA DA WA DA DA 달려<br/>Right now<br/>맘이 쿵쿵쿵 뛰어 미친 듯이<br/>WA DA DA WA DA DA<br/>Kep 1 going WA DA DA DA<br/>Oh Oh Oh Woah<br/>Hey<br/>Oh Oh Woah<br/>너에게로 WA DA DA DA<br/>Oh Oh Oh Woah<br/>Yeah Yeah<br/>Oh Oh Woah<br/>Kep 1 going WA DA DA DA<br/>Yeah Run around and round<br/>멈추지 말고 Trip on<br/>꿈들이 이루어지는 모험<br/>어딨니 나 보이니<br/>자 시그널을 보낼게 Catch it<br/>Now get up<br/>Together<br/>내 숨이 차도 I won’t give up<br/>Run run run 내가 보일 거야<br/>WA DA DA DA<br/>Running vroom vroom vroom<br/>Like a supersonic<br/>Let’s go<br/>WA DA DA WA DA DA 달려<br/>Right now<br/>맘이 쿵쿵쿵 뛰어 미친 듯이<br/>WA DA DA WA DA DA<br/>Kep 1 going WA DA DA DA<br/>Oh Oh Oh Woah<br/>Hey<br/>Oh Oh Woah<br/>너에게로 WA DA DA DA<br/>Oh Oh Oh Woah<br/>Yeah Yeah<br/>Oh Oh Woah<br/>Kep 1 going WA DA DA DA<br/>
</div>",Hey It’s you &amp; I Let’s start N N Now 도착한 이 Place Watch my step 나의 신호를 따라 5 4 3 2 1 A ha 꿈꿔온 모험 가까이 있어 있어 Take off With me With me Let’s go Muah 한 발 한 발 내디뎌 갈수록 내 마음은 떨려 Like it 선명해진 Dream 느껴지는 걸 Eh Oh Eh Oh Heads up 꿈을 향해 달려 달려 Stand up 너와 내 꿈 Higher higher 누구보다 빨리 달려갈 거야 네가 있는 곳으로 WA DA DA DA Running vroom vroom vroom Like a supersonic Let’s go WA DA DA WA DA DA 달려 Right now 맘이 쿵쿵쿵 뛰어 미친 듯이 WA DA DA WA DA DA Kep 1 going WA DA DA DA Oh Oh Oh Woah Hey Oh Oh Woah 너에게로 WA DA DA DA Oh Oh Oh Woah Yeah Yeah Oh Oh Woah Kep 1 going WA DA DA DA One Check it Two 신중히 좀 더 바짝 세워 Radar radar 눈치챌 거야 지금 이 떨림 I’m going to be brave yeah Like it 숨을 고르고 다시 Get Set Go Eh Oh Eh Oh Heads up 두려움은 날려 날려 Stand up 우리 함께 Higher higher 누구보다 빨리 달려갈 거야 그려왔던 곳으로 WA DA DA DA Running vroom vroom vroom Like a supersonic Let’s go WA DA DA WA DA DA 달려 Right now 맘이 쿵쿵쿵 뛰어 미친 듯이 WA DA DA WA DA DA Kep 1 going WA DA DA DA Oh Oh Oh Woah Hey Oh Oh Woah 너에게로 WA DA DA DA Oh Oh Oh Woah Yeah Yeah Oh Oh Woah Kep 1 going WA DA DA DA Yeah Run around and round 멈추지 말고 Trip on 꿈들이 이루어지는 모험 어딨니 나 보이니 자 시그널을 보낼게 Catch it Now get up Together 내 숨이 차도 I won’t give up Run run run 내가 보일 거야 WA DA DA DA Running vroom vroom vroom Like a supersonic Let’s go WA DA DA WA DA DA 달려 Right now 맘이 쿵쿵쿵 뛰어 미친 듯이 WA DA DA WA DA DA Kep 1 going WA DA DA DA Oh Oh Oh Woah Hey Oh Oh Woah 너에게로 WA DA DA DA Oh Oh Oh Woah Yeah Yeah Oh Oh Woah Kep 1 going WA DA DA DA ,놀람공포,26.9
548,549,New Face,싸이 (PSY),댄스,어딜 쳐다보는 거냐고솔직히 너 그래 너 생판 처음 만난 너왜 널 쳐다보는 거냐고궁금해서 설레서 낯설어서uh 두근 두근 두근 워침착하게 서로서로 살살 알아볼까나오빠 차 핸들 살살 돌려볼까나모르는게 약이야객관식은 첫 눈에 찍는게 답이야아 뜨거  fyah 너의 맘 나의 맘 두근 두근 두근 워사람 새로운 사람너무 설레어서 어지러워요만남 새로운 만남너무 설레어서 미치겠어요낯선 낯선 여자의 낯선 향기에Yes I want some new face낯선 낯선 여자의 낯선 향기에Yes I want some new faceNew face new face new new new faceNew face new face new new new face원래 이런 사람이냐고아니올시다 이거 봐봐눈을 맞춰야 눈이 맞아지금 작업하는 거냐고솔직히 yes 그래 yes 오 yesuh 두근 두근 두근 워궁합이 떡인지 살살 맞춰볼까나말하지 않아도 알아맞혀 볼까나알면 병이야 어서 나를 따너의 맥주병이야 님의 뽕이야너의 맘 나의 맘 두근 두근 두근 워사람 새로운 사람너무 설레어서 어지러워요만남 새로운 만남너무 설레어서 미치겠어요낯선 낯선 여자의 낯선 향기에Yes I want some new face낯선 낯선 여자의 낯선 향기에Yes I want some new faceNew face new face new new new faceNew face new face new new new faceHey we want some new face hey we want some new faceHey we want some new face hey we want some new face두근 두근 두근 워낯선 낯선 여자의 낯선 향기에Yes I want some new face낯선 낯선 여자의 낯선 향기에Yes I want some new face예이 예이 예이 예 all right new face예이 예이 예이 예 all right new face두근 두근 두근 워 new face,"<div class=""lyric"" id=""d_video_summary""><!-- height:auto; 로 변경시, 확장됨 -->
							어딜 쳐다보는 거냐고<br/>솔직히 너 그래 너 생판 처음 만난 너<br/>왜 널 쳐다보는 거냐고<br/>궁금해서 설레서 낯설어서<br/>uh 두근 두근 두근 워<br/>침착하게 서로서로 살살 알아볼까나<br/>오빠 차 핸들 살살 돌려볼까나<br/>모르는게 약이야<br/>객관식은 첫 눈에 찍는게 답이야<br/>아 뜨거  fyah <br/>너의 맘 나의 맘 두근 두근 두근 워<br/>사람 새로운 사람<br/>너무 설레어서 어지러워요<br/>만남 새로운 만남<br/>너무 설레어서 미치겠어요<br/>낯선 낯선 여자의 낯선 향기에<br/>Yes I want some new face<br/>낯선 낯선 여자의 낯선 향기에<br/>Yes I want some new face<br/>New face new face new new new face<br/>New face new face new new new face<br/>원래 이런 사람이냐고<br/>아니올시다 이거 봐봐<br/>눈을 맞춰야 눈이 맞아<br/>지금 작업하는 거냐고<br/>솔직히 yes 그래 yes 오 yes<br/>uh 두근 두근 두근 워<br/>궁합이 떡인지 살살 맞춰볼까나<br/>말하지 않아도 알아맞혀 볼까나<br/>알면 병이야 어서 나를 따<br/>너의 맥주병이야 님의 뽕이야<br/>너의 맘 나의 맘 두근 두근 두근 워<br/>사람 새로운 사람<br/>너무 설레어서 어지러워요<br/>만남 새로운 만남<br/>너무 설레어서 미치겠어요<br/>낯선 낯선 여자의 낯선 향기에<br/>Yes I want some new face<br/>낯선 낯선 여자의 낯선 향기에<br/>Yes I want some new face<br/>New face new face new new new face<br/>New face new face new new new face<br/>Hey we want some new face <br/>hey we want some new face<br/>Hey we want some new face <br/>hey we want some new face<br/>두근 두근 두근 워<br/>낯선 낯선 여자의 낯선 향기에<br/>Yes I want some new face<br/>낯선 낯선 여자의 낯선 향기에<br/>Yes I want some new face<br/>예이 예이 예이 예 all right new face<br/>예이 예이 예이 예 all right new face<br/>두근 두근 두근 워 new face<br/>
</div>",어딜 쳐다보는 거냐고 솔직히 너 그래 너 생판 처음 만난 너 왜 널 쳐다보는 거냐고 궁금해서 설레서 낯설어서 uh 두근 두근 두근 워 침착하게 서로서로 살살 알아볼까나 오빠 차 핸들 살살 돌려볼까나 모르는게 약이야 객관식은 첫 눈에 찍는게 답이야 아 뜨거  fyah  너의 맘 나의 맘 두근 두근 두근 워 사람 새로운 사람 너무 설레어서 어지러워요 만남 새로운 만남 너무 설레어서 미치겠어요 낯선 낯선 여자의 낯선 향기에 Yes I want some new face 낯선 낯선 여자의 낯선 향기에 Yes I want some new face New face new face new new new face New face new face new new new face 원래 이런 사람이냐고 아니올시다 이거 봐봐 눈을 맞춰야 눈이 맞아 지금 작업하는 거냐고 솔직히 yes 그래 yes 오 yes uh 두근 두근 두근 워 궁합이 떡인지 살살 맞춰볼까나 말하지 않아도 알아맞혀 볼까나 알면 병이야 어서 나를 따 너의 맥주병이야 님의 뽕이야 너의 맘 나의 맘 두근 두근 두근 워 사람 새로운 사람 너무 설레어서 어지러워요 만남 새로운 만남 너무 설레어서 미치겠어요 낯선 낯선 여자의 낯선 향기에 Yes I want some new face 낯선 낯선 여자의 낯선 향기에 Yes I want some new face New face new face new new new face New face new face new new new face Hey we want some new face  hey we want some new face Hey we want some new face  hey we want some new face 두근 두근 두근 워 낯선 낯선 여자의 낯선 향기에 Yes I want some new face 낯선 낯선 여자의 낯선 향기에 Yes I want some new face 예이 예이 예이 예 all right new face 예이 예이 예이 예 all right new face 두근 두근 두근 워 new face ,놀람공포,39.68
